case:concept:name,concept:name,time:timestamp,event_count
173694,W_Nabellen offertes,2011-10-03 11:44:21.261000+00:00,25
173694,W_Nabellen offertes,2011-10-10 14:46:59.853000+00:00,26
173694,W_Nabellen offertes,2011-10-10 14:47:18.803000+00:00,27
173694,W_Nabellen offertes,2011-10-10 17:29:54.155000+00:00,28
173694,W_Nabellen offertes,2011-10-10 17:34:36.027000+00:00,29
173694,W_Nabellen offertes,2011-10-14 16:15:44.625000+00:00,30
173694,W_Nabellen offertes,2011-10-14 16:16:42.245000+00:00,31
173694,W_Nabellen offertes,2011-10-17 17:41:28.395000+00:00,32
173694,O_CANCELLED,2011-10-17 17:43:53.587000+00:00,33
173694,O_SELECTED,2011-10-17 17:43:53.587000+00:00,34
173694,O_CREATED,2011-10-17 17:43:55.219000+00:00,35
173694,O_SENT,2011-10-17 17:43:55.387000+00:00,36
173694,W_Nabellen offertes,2011-10-17 17:43:56.402000+00:00,37
173694,W_Nabellen offertes,2011-10-17 17:43:57.774000+00:00,38
173694,W_Nabellen offertes,2011-10-25 08:46:08.191000+00:00,39
173694,W_Nabellen offertes,2011-10-25 08:50:48.186000+00:00,40
173694,W_Nabellen offertes,2011-10-26 16:48:57.136000+00:00,41
173694,W_Nabellen offertes,2011-10-26 16:50:22.004000+00:00,42
173694,W_Nabellen offertes,2011-10-29 10:39:08.212000+00:00,43
173694,W_Nabellen offertes,2011-10-29 10:41:29.569000+00:00,44
173694,W_Nabellen offertes,2011-11-01 13:54:40.128000+00:00,45
173694,W_Nabellen offertes,2011-11-01 13:55:35.020000+00:00,46
173694,W_Nabellen offertes,2011-11-01 16:16:31.149000+00:00,47
173694,W_Nabellen offertes,2011-11-01 16:21:02.356000+00:00,48
173694,W_Nabellen offertes,2011-11-02 08:11:44.251000+00:00,49
173694,O_SENT_BACK,2011-11-02 08:15:16.203000+00:00,50
173694,W_Valideren aanvraag,2011-11-02 08:15:16.386000+00:00,51
173694,W_Nabellen offertes,2011-11-02 08:15:18.683000+00:00,52
173694,W_Valideren aanvraag,2011-11-04 14:24:21.954000+00:00,53
173694,O_ACCEPTED,2011-11-04 15:04:52.611000+00:00,54
173694,A_REGISTERED,2011-11-04 15:04:52.612000+00:00,55
173694,A_APPROVED,2011-11-04 15:04:52.612000+00:00,56
173694,A_ACTIVATED,2011-11-04 15:04:52.612000+00:00,57
173694,W_Valideren aanvraag,2011-11-04 15:05:01.532000+00:00,58
173694,W_Wijzigen contractgegevens,2012-02-15 11:29:26.299000+00:00,59
173697,A_SUBMITTED,2011-10-01 06:11:08.866000+00:00,1
173697,A_PARTLYSUBMITTED,2011-10-01 06:11:09.035000+00:00,2
173697,A_DECLINED,2011-10-01 06:11:46.420000+00:00,3
173700,A_SUBMITTED,2011-10-01 06:15:39.894000+00:00,1
173700,A_PARTLYSUBMITTED,2011-10-01 06:15:40.102000+00:00,2
173700,A_DECLINED,2011-10-01 06:16:21.037000+00:00,3
173703,A_SUBMITTED,2011-10-01 07:45:25.806000+00:00,1
173703,A_PARTLYSUBMITTED,2011-10-01 07:45:25.981000+00:00,2
173703,A_PREACCEPTED,2011-10-01 07:46:18.211000+00:00,3
173703,W_Completeren aanvraag,2011-10-01 07:46:18.674000+00:00,4
173703,W_Completeren aanvraag,2011-10-01 09:37:46.748000+00:00,5
173703,W_Completeren aanvraag,2011-10-01 09:40:24.141000+00:00,6
173703,W_Completeren aanvraag,2011-10-01 10:40:26.958000+00:00,7
173703,A_CANCELLED,2011-10-01 11:02:11.068000+00:00,8
173703,W_Completeren aanvraag,2011-10-01 11:02:12.557000+00:00,9
173706,A_SUBMITTED,2011-10-01 07:45:37.274000+00:00,1
173706,A_PARTLYSUBMITTED,2011-10-01 07:45:37.363000+00:00,2
173706,W_Afhandelen leads,2011-10-01 07:46:18.623000+00:00,3
173706,W_Afhandelen leads,2011-10-01 08:15:43.883000+00:00,4
173706,A_PREACCEPTED,2011-10-01 08:16:48.956000+00:00,5
173706,W_Completeren aanvraag,2011-10-01 08:16:48.991000+00:00,6
173706,W_Afhandelen leads,2011-10-01 08:16:49.843000+00:00,7
173706,W_Completeren aanvraag,2011-10-01 09:49:28.183000+00:00,8
173706,W_Completeren aanvraag,2011-10-01 09:50:14.483000+00:00,9
173706,W_Completeren aanvraag,2011-10-01 09:50:21.451000+00:00,10
173706,W_Completeren aanvraag,2011-10-01 09:53:55.769000+00:00,11
173706,W_Completeren aanvraag,2011-10-01 12:50:26.172000+00:00,12
173706,A_DECLINED,2011-10-01 12:59:58.557000+00:00,13
173706,W_Completeren aanvraag,2011-10-01 13:00:02.537000+00:00,14
173709,A_SUBMITTED,2011-10-01 07:57:42.994000+00:00,1
173709,A_PARTLYSUBMITTED,2011-10-01 07:57:43.182000+00:00,2
173709,A_PREACCEPTED,2011-10-01 07:58:27.038000+00:00,3
173709,W_Completeren aanvraag,2011-10-01 07:58:27.403000+00:00,4
173709,W_Completeren aanvraag,2011-10-01 08:26:42.203000+00:00,5
173709,W_Completeren aanvraag,2011-10-01 08:27:07.853000+00:00,6
173709,W_Completeren aanvraag,2011-10-01 09:40:40.141000+00:00,7
173709,W_Completeren aanvraag,2011-10-01 09:43:02.623000+00:00,8
173709,W_Completeren aanvraag,2011-10-10 15:42:24.738000+00:00,9
173709,W_Completeren aanvraag,2011-10-10 15:43:13.290000+00:00,10
173709,W_Completeren aanvraag,2011-11-01 08:15:08.331000+00:00,11
173709,A_CANCELLED,2011-11-01 08:15:08.387000+00:00,12
173712,A_SUBMITTED,2011-10-01 07:58:30.533000+00:00,1
173712,A_PARTLYSUBMITTED,2011-10-01 07:58:30.678000+00:00,2
173712,W_Afhandelen leads,2011-10-01 07:58:44.046000+00:00,3
173712,W_Afhandelen leads,2011-10-01 08:08:36.700000+00:00,4
173712,A_PREACCEPTED,2011-10-01 08:10:24.737000+00:00,5
173712,W_Completeren aanvraag,2011-10-01 08:10:24.780000+00:00,6
173712,W_Afhandelen leads,2011-10-01 08:10:25.759000+00:00,7
173712,W_Completeren aanvraag,2011-10-01 10:59:13.844000+00:00,8
173712,W_Completeren aanvraag,2011-10-01 11:03:35.216000+00:00,9
173712,W_Completeren aanvraag,2011-10-03 09:16:05.035000+00:00,10
173712,W_Completeren aanvraag,2011-10-03 09:17:29.105000+00:00,11
173712,W_Completeren aanvraag,2011-10-03 12:39:34.962000+00:00,12
173712,A_CANCELLED,2011-10-03 12:42:53.820000+00:00,13
173712,W_Completeren aanvraag,2011-10-03 12:42:55.584000+00:00,14
173715,A_SUBMITTED,2011-10-01 07:59:10.501000+00:00,1
173715,A_PARTLYSUBMITTED,2011-10-01 07:59:10.789000+00:00,2
173715,A_PREACCEPTED,2011-10-01 07:59:42.704000+00:00,3
173715,W_Completeren aanvraag,2011-10-01 07:59:43.080000+00:00,4
173715,W_Completeren aanvraag,2011-10-01 09:44:00.187000+00:00,5
173715,W_Completeren aanvraag,2011-10-01 09:46:06.342000+00:00,6
173715,W_Completeren aanvraag,2011-10-01 10:18:51.701000+00:00,7
173715,A_ACCEPTED,2011-10-01 10:24:32.787000+00:00,8
173715,O_SELECTED,2011-10-01 10:30:20.556000+00:00,9
173715,A_FINALIZED,2011-10-01 10:30:20.556000+00:00,10
173715,O_CREATED,2011-10-01 10:30:21.780000+00:00,11
173715,O_SENT,2011-10-01 10:30:21.806000+00:00,12
173715,W_Nabellen offertes,2011-10-01 10:30:21.896000+00:00,13
173715,W_Completeren aanvraag,2011-10-01 10:30:24.155000+00:00,14
173715,W_Nabellen offertes,2011-10-08 14:35:18.821000+00:00,15
173715,W_Nabellen offertes,2011-10-08 14:38:17.372000+00:00,16
173715,W_Nabellen offertes,2011-10-10 10:53:54.726000+00:00,17
173715,O_SENT_BACK,2011-10-10 10:54:03.401000+00:00,18
173715,W_Valideren aanvraag,2011-10-10 10:54:03.698000+00:00,19
173715,W_Nabellen offertes,2011-10-10 10:54:04.785000+00:00,20
173715,W_Valideren aanvraag,2011-10-13 09:00:48.597000+00:00,21
173715,O_DECLINED,2011-10-13 09:05:24.620000+00:00,22
173715,A_DECLINED,2011-10-13 09:05:24.620000+00:00,23
173715,W_Valideren aanvraag,2011-10-13 09:05:28.082000+00:00,24
173718,A_SUBMITTED,2011-10-01 08:37:39.363000+00:00,1
173718,A_PARTLYSUBMITTED,2011-10-01 08:37:39.657000+00:00,2
173718,A_PREACCEPTED,2011-10-01 08:38:20.967000+00:00,3
173718,W_Completeren aanvraag,2011-10-01 08:38:21.403000+00:00,4
173718,W_Completeren aanvraag,2011-10-01 08:38:48.454000+00:00,5
173718,A_ACCEPTED,2011-10-01 08:42:21.977000+00:00,6
173718,O_SELECTED,2011-10-01 08:44:40.725000+00:00,7
173718,A_FINALIZED,2011-10-01 08:44:40.725000+00:00,8
173718,O_CREATED,2011-10-01 08:44:42.707000+00:00,9
173718,O_SENT,2011-10-01 08:44:42.734000+00:00,10
173718,W_Nabellen offertes,2011-10-01 08:44:42.811000+00:00,11
173718,W_Completeren aanvraag,2011-10-01 08:44:43.954000+00:00,12
173718,W_Nabellen offertes,2011-10-01 08:44:54.041000+00:00,13
173718,W_Nabellen offertes,2011-10-01 08:44:58.974000+00:00,14
173718,W_Nabellen offertes,2011-10-01 08:45:27.286000+00:00,15
173718,O_SELECTED,2011-10-01 08:46:52.915000+00:00,16
173718,O_CANCELLED,2011-10-01 08:46:52.915000+00:00,17
173718,O_CREATED,2011-10-01 08:46:54.210000+00:00,18
173718,O_SENT,2011-10-01 08:46:54.233000+00:00,19
173718,W_Nabellen offertes,2011-10-01 08:46:54.333000+00:00,20
173718,W_Nabellen offertes,2011-10-01 08:46:56.631000+00:00,21
173718,W_Nabellen offertes,2011-10-01 08:47:14.211000+00:00,22
173718,W_Nabellen offertes,2011-10-01 08:50:20.533000+00:00,23
173718,W_Nabellen offertes,2011-10-01 08:50:29.475000+00:00,24
173718,W_Nabellen offertes,2011-10-01 08:50:34.704000+00:00,25
173718,W_Nabellen offertes,2011-10-08 14:29:16.320000+00:00,26
173718,W_Nabellen offertes,2011-10-08 14:31:37.972000+00:00,27
173718,W_Nabellen offertes,2011-10-10 08:54:21.749000+00:00,28
173718,O_SENT_BACK,2011-10-10 08:55:04.984000+00:00,29
173718,W_Valideren aanvraag,2011-10-10 08:55:05.278000+00:00,30
173718,W_Nabellen offertes,2011-10-10 08:55:07.452000+00:00,31
173718,W_Valideren aanvraag,2011-10-13 10:09:25.043000+00:00,32
173718,W_Nabellen incomplete dossiers,2011-10-13 10:36:10.837000+00:00,33
173718,W_Valideren aanvraag,2011-10-13 10:36:12.529000+00:00,34
173718,W_Nabellen incomplete dossiers,2011-10-13 11:01:57.802000+00:00,35
173718,W_Nabellen incomplete dossiers,2011-10-13 11:05:42.290000+00:00,36
173718,W_Nabellen incomplete dossiers,2011-10-13 11:52:13.304000+00:00,37
173718,W_Nabellen incomplete dossiers,2011-10-13 11:53:16.314000+00:00,38
173718,W_Nabellen incomplete dossiers,2011-10-13 14:51:40.072000+00:00,39
173718,W_Nabellen incomplete dossiers,2011-10-13 15:12:01.909000+00:00,40
173718,W_Nabellen incomplete dossiers,2011-10-13 15:12:16.147000+00:00,41
173718,W_Nabellen incomplete dossiers,2011-10-13 15:14:13.926000+00:00,42
173718,W_Nabellen incomplete dossiers,2011-10-13 15:14:15.943000+00:00,43
173718,W_Nabellen incomplete dossiers,2011-10-13 15:14:26.112000+00:00,44
173718,W_Nabellen incomplete dossiers,2011-10-15 13:13:04.199000+00:00,45
173718,W_Nabellen incomplete dossiers,2011-10-15 13:17:31.488000+00:00,46
173718,W_Nabellen incomplete dossiers,2011-10-15 14:56:05.635000+00:00,47
173718,W_Nabellen incomplete dossiers,2011-10-15 14:56:14.624000+00:00,48
173718,W_Nabellen incomplete dossiers,2011-10-17 11:31:52.506000+00:00,49
173718,W_Nabellen incomplete dossiers,2011-10-17 11:32:51.911000+00:00,50
173718,W_Nabellen incomplete dossiers,2011-10-17 12:28:20.987000+00:00,51
173718,W_Nabellen incomplete dossiers,2011-10-17 12:28:36.881000+00:00,52
173718,W_Nabellen incomplete dossiers,2011-10-18 14:14:48.278000+00:00,53
173718,W_Nabellen incomplete dossiers,2011-10-18 14:46:24.246000+00:00,54
173718,W_Nabellen incomplete dossiers,2011-10-18 15:23:36.468000+00:00,55
173718,W_Valideren aanvraag,2011-10-18 15:46:32.956000+00:00,56
173718,W_Nabellen incomplete dossiers,2011-10-18 15:46:34.802000+00:00,57
173718,W_Valideren aanvraag,2011-10-19 06:40:06.443000+00:00,58
173718,W_Nabellen incomplete dossiers,2011-10-19 06:53:19.103000+00:00,59
173718,W_Valideren aanvraag,2011-10-19 06:53:21.372000+00:00,60
173718,W_Nabellen incomplete dossiers,2011-10-19 07:04:40.593000+00:00,61
173718,W_Nabellen incomplete dossiers,2011-10-19 07:17:01.695000+00:00,62
173718,W_Nabellen incomplete dossiers,2011-10-19 07:17:06.228000+00:00,63
173718,W_Nabellen incomplete dossiers,2011-10-19 07:24:19.095000+00:00,64
173718,W_Nabellen incomplete dossiers,2011-10-20 07:30:20.104000+00:00,65
173718,W_Nabellen incomplete dossiers,2011-10-20 07:30:32.963000+00:00,66
173718,W_Nabellen incomplete dossiers,2011-10-24 13:18:56.928000+00:00,67
173718,W_Nabellen incomplete dossiers,2011-10-24 13:24:55.532000+00:00,68
173718,W_Nabellen incomplete dossiers,2011-10-26 06:11:48.012000+00:00,69
173718,W_Valideren aanvraag,2011-10-26 06:12:36.217000+00:00,70
173718,W_Nabellen incomplete dossiers,2011-10-26 06:12:38.415000+00:00,71
173718,W_Valideren aanvraag,2011-10-27 07:02:10.475000+00:00,72
173718,A_APPROVED,2011-10-27 07:17:53.327000+00:00,73
173718,O_ACCEPTED,2011-10-27 07:17:53.327000+00:00,74
173718,A_REGISTERED,2011-10-27 07:17:53.328000+00:00,75
173718,A_ACTIVATED,2011-10-27 07:17:53.328000+00:00,76
173718,W_Valideren aanvraag,2011-10-27 07:18:01.790000+00:00,77
173721,A_SUBMITTED,2011-10-01 09:07:34.279000+00:00,1
173721,A_PARTLYSUBMITTED,2011-10-01 09:07:34.928000+00:00,2
173721,A_PREACCEPTED,2011-10-01 09:08:17.093000+00:00,3
173721,W_Completeren aanvraag,2011-10-01 09:08:17.494000+00:00,4
173721,W_Completeren aanvraag,2011-10-01 09:09:08.607000+00:00,5
173721,A_ACCEPTED,2011-10-01 09:18:36.318000+00:00,6
173721,O_SELECTED,2011-10-01 09:20:47.605000+00:00,7
173721,A_FINALIZED,2011-10-01 09:20:47.605000+00:00,8
173721,O_CREATED,2011-10-01 09:20:49.026000+00:00,9
173721,O_SENT,2011-10-01 09:20:49.058000+00:00,10
173721,W_Nabellen offertes,2011-10-01 09:20:49.150000+00:00,11
173721,W_Completeren aanvraag,2011-10-01 09:20:50.335000+00:00,12
173721,W_Nabellen offertes,2011-10-01 09:21:20.844000+00:00,13
173721,W_Nabellen offertes,2011-10-01 09:22:52.458000+00:00,14
173721,W_Nabellen offertes,2011-10-01 09:26:32.199000+00:00,15
173721,W_Nabellen offertes,2011-10-01 09:32:54.371000+00:00,16
173721,W_Nabellen offertes,2011-10-04 12:44:10.559000+00:00,17
173721,W_Nabellen offertes,2011-10-04 12:47:39.633000+00:00,18
173721,W_Nabellen offertes,2011-10-06 07:49:01.348000+00:00,19
173721,O_SENT_BACK,2011-10-06 07:49:46.110000+00:00,20
173721,W_Valideren aanvraag,2011-10-06 07:49:46.253000+00:00,21
173721,W_Nabellen offertes,2011-10-06 07:49:47.774000+00:00,22
173721,W_Valideren aanvraag,2011-10-10 07:32:46.394000+00:00,23
173721,W_Nabellen incomplete dossiers,2011-10-10 08:06:07.755000+00:00,24
173721,W_Valideren aanvraag,2011-10-10 08:06:09.471000+00:00,25
173721,W_Nabellen incomplete dossiers,2011-10-10 08:17:26.457000+00:00,26
173721,W_Nabellen incomplete dossiers,2011-10-10 08:20:04.927000+00:00,27
173721,W_Nabellen incomplete dossiers,2011-10-10 09:40:34.365000+00:00,28
173721,W_Nabellen incomplete dossiers,2011-10-10 09:42:32.977000+00:00,29
173721,W_Nabellen incomplete dossiers,2011-10-10 12:15:47.451000+00:00,30
173721,W_Nabellen incomplete dossiers,2011-10-10 12:22:14.231000+00:00,31
173721,W_Nabellen incomplete dossiers,2011-10-10 14:22:05.322000+00:00,32
173721,A_DECLINED,2011-10-10 14:28:25.531000+00:00,33
173721,O_DECLINED,2011-10-10 14:28:25.531000+00:00,34
173721,W_Nabellen incomplete dossiers,2011-10-10 14:28:29.918000+00:00,35
173724,A_SUBMITTED,2011-10-01 09:52:14.305000+00:00,1
173724,A_PARTLYSUBMITTED,2011-10-01 09:52:14.576000+00:00,2
173724,W_Afhandelen leads,2011-10-01 09:53:00.740000+00:00,3
173724,W_Afhandelen leads,2011-10-01 10:04:34.265000+00:00,4
173724,W_Afhandelen leads,2011-10-01 10:12:27.600000+00:00,5
173724,W_Afhandelen leads,2011-10-01 10:19:56.702000+00:00,6
173724,A_PREACCEPTED,2011-10-01 10:20:54.061000+00:00,7
173724,W_Completeren aanvraag,2011-10-01 10:20:54.150000+00:00,8
173724,W_Afhandelen leads,2011-10-01 10:20:55.527000+00:00,9
173724,W_Completeren aanvraag,2011-10-01 11:24:12.098000+00:00,10
173724,W_Completeren aanvraag,2011-10-01 11:27:08.763000+00:00,11
173724,W_Completeren aanvraag,2011-10-01 12:01:52.452000+00:00,12
173724,W_Completeren aanvraag,2011-10-01 12:02:01.804000+00:00,13
173724,W_Completeren aanvraag,2011-10-01 13:12:31.862000+00:00,14
173724,W_Completeren aanvraag,2011-10-01 13:15:17.707000+00:00,15
173724,W_Completeren aanvraag,2011-10-03 09:31:38.846000+00:00,16
173724,W_Completeren aanvraag,2011-10-03 09:33:42.129000+00:00,17
173724,W_Completeren aanvraag,2011-10-03 13:37:41.290000+00:00,18
173724,A_DECLINED,2011-10-03 13:48:17.469000+00:00,19
173724,W_Completeren aanvraag,2011-10-03 13:48:20.505000+00:00,20
173727,A_SUBMITTED,2011-10-01 10:08:46.663000+00:00,1
173727,A_PARTLYSUBMITTED,2011-10-01 10:08:46.803000+00:00,2
173727,A_DECLINED,2011-10-01 10:09:30.362000+00:00,3
173730,A_SUBMITTED,2011-10-01 10:36:08.943000+00:00,1
173730,A_PARTLYSUBMITTED,2011-10-01 10:36:09.207000+00:00,2
173730,A_PREACCEPTED,2011-10-01 10:36:59.265000+00:00,3
173730,W_Completeren aanvraag,2011-10-01 10:36:59.652000+00:00,4
173730,W_Completeren aanvraag,2011-10-01 11:52:49.258000+00:00,5
173730,W_Completeren aanvraag,2011-10-01 11:55:31.990000+00:00,6
173730,W_Completeren aanvraag,2011-10-01 13:14:58.530000+00:00,7
173730,W_Completeren aanvraag,2011-10-01 13:15:12.440000+00:00,8
173730,W_Completeren aanvraag,2011-10-01 13:15:21.163000+00:00,9
173730,W_Completeren aanvraag,2011-10-01 13:31:19.388000+00:00,10
173730,W_Completeren aanvraag,2011-10-01 13:31:39.115000+00:00,11
173730,A_ACCEPTED,2011-10-01 13:36:06.372000+00:00,12
173730,O_SELECTED,2011-10-01 13:40:08.254000+00:00,13
173730,A_FINALIZED,2011-10-01 13:40:08.255000+00:00,14
173730,O_CREATED,2011-10-01 13:40:09.986000+00:00,15
173730,O_SENT,2011-10-01 13:40:10.012000+00:00,16
173730,W_Nabellen offertes,2011-10-01 13:40:10.083000+00:00,17
173730,W_Completeren aanvraag,2011-10-01 13:40:12.281000+00:00,18
173730,W_Nabellen offertes,2011-10-01 13:43:00.152000+00:00,19
173730,W_Nabellen offertes,2011-10-01 13:48:39.764000+00:00,20
173730,W_Nabellen offertes,2011-10-08 14:16:59.088000+00:00,21
173730,W_Nabellen offertes,2011-10-08 14:20:20.579000+00:00,22
173730,W_Nabellen offertes,2011-10-10 18:47:16.049000+00:00,23
173730,W_Nabellen offertes,2011-10-10 18:49:26.790000+00:00,24
173730,W_Nabellen offertes,2011-10-11 08:46:18.902000+00:00,25
173730,W_Nabellen offertes,2011-10-11 08:47:04.332000+00:00,26
173730,W_Nabellen offertes,2011-10-11 17:54:03.544000+00:00,27
173730,W_Nabellen offertes,2011-10-11 17:55:07.690000+00:00,28
173730,W_Nabellen offertes,2011-10-12 13:36:27.719000+00:00,29
173730,W_Nabellen offertes,2011-10-12 13:37:20.679000+00:00,30
173730,W_Nabellen offertes,2011-10-13 16:34:47.253000+00:00,31
173730,W_Nabellen offertes,2011-10-13 16:35:43.994000+00:00,32
173730,W_Nabellen offertes,2011-10-14 08:20:21.189000+00:00,33
173730,O_SENT_BACK,2011-10-14 08:21:08.195000+00:00,34
173730,W_Valideren aanvraag,2011-10-14 08:21:08.488000+00:00,35
173730,W_Nabellen offertes,2011-10-14 08:21:10.086000+00:00,36
173730,W_Valideren aanvraag,2011-10-19 10:25:18.775000+00:00,37
173730,W_Nabellen incomplete dossiers,2011-10-19 11:20:03.327000+00:00,38
173730,W_Valideren aanvraag,2011-10-19 11:20:05.181000+00:00,39
173730,W_Nabellen incomplete dossiers,2011-10-19 11:23:54.742000+00:00,40
173730,W_Nabellen incomplete dossiers,2011-10-19 11:32:57.273000+00:00,41
173730,W_Nabellen incomplete dossiers,2011-10-19 11:34:34.009000+00:00,42
173730,W_Nabellen incomplete dossiers,2011-10-19 11:36:44.465000+00:00,43
173730,W_Nabellen incomplete dossiers,2011-10-19 16:55:05.396000+00:00,44
