case:concept:name,concept:name,time:timestamp,event_count
173736,A_FINALIZED,2011-10-01 14:05:26.312000+00:00,5
173736,A_APPROVED,2011-10-18 10:01:28.757000+00:00,6
173736,A_REGISTERED,2011-10-18 10:01:28.758000+00:00,7
173736,A_ACTIVATED,2011-10-18 10:01:28.758000+00:00,8
173739,A_SUBMITTED,2011-10-01 11:12:58.663000+00:00,1
173739,A_PARTLYSUBMITTED,2011-10-01 11:12:58.865000+00:00,2
173739,A_PREACCEPTED,2011-10-01 11:13:42.121000+00:00,3
173739,A_ACCEPTED,2011-10-01 13:54:11.638000+00:00,4
173739,A_FINALIZED,2011-10-01 13:56:39.615000+00:00,5
173739,A_REGISTERED,2011-10-14 14:22:47.530000+00:00,6
173739,A_APPROVED,2011-10-14 14:22:47.530000+00:00,7
173739,A_ACTIVATED,2011-10-14 14:22:47.530000+00:00,8
173742,A_SUBMITTED,2011-10-01 11:44:12.627000+00:00,1
173742,A_PARTLYSUBMITTED,2011-10-01 11:44:12.796000+00:00,2
173742,A_PREACCEPTED,2011-10-01 12:56:21.300000+00:00,3
173742,A_DECLINED_4,2011-10-14 13:52:04.486000+00:00,4
173745,A_SUBMITTED,2011-10-01 12:08:16.294000+00:00,1
173745,A_PARTLYSUBMITTED,2011-10-01 12:08:16.484000+00:00,2
173745,A_PREACCEPTED,2011-10-01 13:21:26.216000+00:00,3
173745,A_ACCEPTED,2011-10-01 13:55:33.955000+00:00,4
173745,A_FINALIZED,2011-10-01 13:58:41.856000+00:00,5
173745,A_CANCELLED_1,2011-10-08 10:45:57.789000+00:00,6
173748,A_SUBMITTED,2011-10-01 12:09:16.088000+00:00,1
173748,A_PARTLYSUBMITTED,2011-10-01 12:09:16.307000+00:00,2
173748,A_PREACCEPTED,2011-10-01 13:24:16.783000+00:00,3
173748,A_ACCEPTED,2011-10-01 14:33:21.976000+00:00,4
173748,A_FINALIZED,2011-10-01 14:36:44.831000+00:00,5
173748,A_DECLINED_4,2011-10-03 14:44:19.335000+00:00,6
173751,A_SUBMITTED,2011-10-01 12:14:39.442000+00:00,1
173751,A_PARTLYSUBMITTED,2011-10-01 12:14:39.698000+00:00,2
173751,A_PREACCEPTED,2011-10-01 12:15:21.127000+00:00,3
173751,A_ACCEPTED,2011-10-01 14:43:08.537000+00:00,4
173751,A_FINALIZED,2011-10-01 14:49:59.191000+00:00,5
173751,A_APPROVED,2011-10-11 08:39:30.984000+00:00,6
173751,A_ACTIVATED,2011-10-11 08:39:30.984000+00:00,7
173751,A_REGISTERED,2011-10-11 08:39:30.984000+00:00,8
173754,A_SUBMITTED,2011-10-01 12:50:09.763000+00:00,1
173754,A_PARTLYSUBMITTED,2011-10-01 12:50:11.084000+00:00,2
173754,A_PREACCEPTED,2011-10-01 12:50:51.260000+00:00,3
173754,A_DECLINED_4,2011-10-14 12:28:39.170000+00:00,4
173757,A_SUBMITTED,2011-10-01 13:02:58.635000+00:00,1
173757,A_PARTLYSUBMITTED,2011-10-01 13:02:58.837000+00:00,2
173757,A_DECLINED_4,2011-10-01 13:03:36.223000+00:00,3
173760,A_SUBMITTED,2011-10-01 13:15:17.454000+00:00,1
173760,A_PARTLYSUBMITTED,2011-10-01 13:15:17.785000+00:00,2
173760,A_PREACCEPTED,2011-10-01 13:15:57.085000+00:00,3
173760,A_ACCEPTED,2011-10-01 13:56:34.697000+00:00,4
173760,A_FINALIZED,2011-10-01 14:01:43.413000+00:00,5
173760,A_ACTIVATED,2011-10-14 13:41:03.384000+00:00,6
173760,A_REGISTERED,2011-10-14 13:41:03.384000+00:00,7
173760,A_APPROVED,2011-10-14 13:41:03.384000+00:00,8
173763,A_SUBMITTED,2011-10-01 14:09:22.741000+00:00,1
173763,A_PARTLYSUBMITTED,2011-10-01 14:09:23.366000+00:00,2
173763,A_DECLINED_4,2011-10-01 14:38:40.609000+00:00,3
173766,A_SUBMITTED,2011-10-01 14:12:02.338000+00:00,1
173766,A_PARTLYSUBMITTED,2011-10-01 14:12:02.437000+00:00,2
173766,A_PREACCEPTED,2011-10-01 14:12:45.054000+00:00,3
173766,A_CANCELLED_1,2011-10-06 18:52:10.659000+00:00,4
173769,A_SUBMITTED,2011-10-01 14:34:46.838000+00:00,1
173769,A_PARTLYSUBMITTED,2011-10-01 14:34:46.971000+00:00,2
173769,A_DECLINED_4,2011-10-01 14:35:23.337000+00:00,3
173772,A_SUBMITTED,2011-10-01 14:39:55.798000+00:00,1
173772,A_PARTLYSUBMITTED,2011-10-01 14:39:55.898000+00:00,2
173772,A_DECLINED_4,2011-10-01 14:40:31.075000+00:00,3
173775,A_SUBMITTED,2011-10-01 14:59:00.006000+00:00,1
173775,A_PARTLYSUBMITTED,2011-10-01 14:59:00.116000+00:00,2
173775,A_PREACCEPTED,2011-10-01 14:59:31.819000+00:00,3
173775,A_DECLINED_4,2011-10-03 08:38:00.941000+00:00,4
173778,A_SUBMITTED,2011-10-01 15:49:31.297000+00:00,1
173778,A_PARTLYSUBMITTED,2011-10-01 15:49:31.470000+00:00,2
173778,A_DECLINED_4,2011-10-03 07:04:53.732000+00:00,3
173781,A_SUBMITTED,2011-10-01 16:10:34.289000+00:00,1
173781,A_PARTLYSUBMITTED,2011-10-01 16:10:34.403000+00:00,2
173781,A_PREACCEPTED,2011-10-01 16:11:13.866000+00:00,3
173781,A_DECLINED_4,2011-10-03 07:24:47.145000+00:00,4
173784,A_SUBMITTED,2011-10-01 17:05:56.898000+00:00,1
173784,A_PARTLYSUBMITTED,2011-10-01 17:05:57.032000+00:00,2
173784,A_PREACCEPTED,2011-10-01 17:06:42.529000+00:00,3
173784,A_ACCEPTED,2011-10-04 15:35:26.509000+00:00,4
173784,A_FINALIZED,2011-10-04 15:37:27.175000+00:00,5
173784,A_REGISTERED,2011-11-15 11:50:28.812000+00:00,6
173784,A_ACTIVATED,2011-11-15 11:50:28.812000+00:00,7
173784,A_APPROVED,2011-11-15 11:50:28.812000+00:00,8
173787,A_SUBMITTED,2011-10-01 17:06:01.646000+00:00,1
173787,A_PARTLYSUBMITTED,2011-10-01 17:06:01.808000+00:00,2
173787,A_PREACCEPTED,2011-10-01 17:06:46.498000+00:00,3
173787,A_ACCEPTED,2011-10-03 07:27:58.776000+00:00,4
173787,A_FINALIZED,2011-10-03 07:31:07.141000+00:00,5
173787,A_CANCELLED_1,2011-10-19 16:51:53.683000+00:00,6
173790,A_SUBMITTED,2011-10-01 17:14:15.425000+00:00,1
173790,A_PARTLYSUBMITTED,2011-10-01 17:14:15.570000+00:00,2
173790,A_PREACCEPTED,2011-10-01 17:14:57.921000+00:00,3
173790,A_ACCEPTED,2011-10-03 07:25:01.529000+00:00,4
173790,A_FINALIZED,2011-10-03 07:26:10.576000+00:00,5
173790,A_APPROVED,2011-10-10 12:22:35.594000+00:00,6
173790,A_ACTIVATED,2011-10-10 12:22:35.595000+00:00,7
173790,A_REGISTERED,2011-10-10 12:22:35.595000+00:00,8
173793,A_SUBMITTED,2011-10-01 17:32:46.330000+00:00,1
173793,A_PARTLYSUBMITTED,2011-10-01 17:32:46.507000+00:00,2
173793,A_PREACCEPTED,2011-10-01 17:33:28.884000+00:00,3
173793,A_ACCEPTED,2011-10-03 12:50:01.765000+00:00,4
173793,A_FINALIZED,2011-10-03 12:53:19.306000+00:00,5
173793,A_REGISTERED,2011-10-18 09:25:03.798000+00:00,6
173793,A_APPROVED,2011-10-18 09:25:03.798000+00:00,7
173793,A_ACTIVATED,2011-10-18 09:25:03.798000+00:00,8
173796,A_SUBMITTED,2011-10-01 18:19:11.828000+00:00,1
173796,A_PARTLYSUBMITTED,2011-10-01 18:19:12.321000+00:00,2
173796,A_PREACCEPTED,2011-10-01 18:19:54.267000+00:00,3
173796,A_ACCEPTED,2011-10-03 09:07:36.401000+00:00,4
173796,A_FINALIZED,2011-10-03 09:15:53.537000+00:00,5
173796,A_CANCELLED_1,2011-10-10 15:23:53.999000+00:00,6
173799,A_SUBMITTED,2011-10-01 18:27:34.477000+00:00,1
173799,A_PARTLYSUBMITTED,2011-10-01 18:27:34.604000+00:00,2
173799,A_PREACCEPTED,2011-10-01 18:28:25.400000+00:00,3
173799,A_DECLINED_4,2011-10-04 16:30:26.808000+00:00,4
173802,A_SUBMITTED,2011-10-01 18:35:21.093000+00:00,1
173802,A_PARTLYSUBMITTED,2011-10-01 18:35:21.250000+00:00,2
173802,A_DECLINED_4,2011-10-03 07:07:15.922000+00:00,3
173805,A_SUBMITTED,2011-10-01 19:07:54.696000+00:00,1
173805,A_PARTLYSUBMITTED,2011-10-01 19:07:54.901000+00:00,2
173805,A_PREACCEPTED,2011-10-01 19:08:44.661000+00:00,3
173805,A_ACCEPTED,2011-10-03 07:50:56.749000+00:00,4
173805,A_FINALIZED,2011-10-03 07:53:24.491000+00:00,5
173805,A_CANCELLED_1,2011-11-03 08:15:16.497000+00:00,6
173808,A_SUBMITTED,2011-10-01 19:24:58.958000+00:00,1
173808,A_PARTLYSUBMITTED,2011-10-01 19:24:59.087000+00:00,2
173808,A_DECLINED_4,2011-10-01 19:25:39.809000+00:00,3
173811,A_SUBMITTED,2011-10-01 20:59:29.233000+00:00,1
173811,A_PARTLYSUBMITTED,2011-10-01 20:59:29.668000+00:00,2
173811,A_PREACCEPTED,2011-10-03 07:09:14.065000+00:00,3
173811,A_ACCEPTED,2011-10-03 09:45:30.552000+00:00,4
173811,A_FINALIZED,2011-10-03 09:47:47.198000+00:00,5
173811,A_CANCELLED_1,2011-11-03 08:15:25.320000+00:00,6
173814,A_SUBMITTED,2011-10-01 21:01:43.529000+00:00,1
173814,A_PARTLYSUBMITTED,2011-10-01 21:01:43.659000+00:00,2
173814,A_PREACCEPTED,2011-10-03 07:10:50.414000+00:00,3
173814,A_DECLINED_4,2011-10-03 09:15:44.308000+00:00,4
173817,A_SUBMITTED,2011-10-01 22:57:28.742000+00:00,1
173817,A_PARTLYSUBMITTED,2011-10-01 22:57:29.391000+00:00,2
173817,A_PREACCEPTED,2011-10-01 22:58:15.879000+00:00,3
173817,A_ACCEPTED,2011-10-03 07:44:01.660000+00:00,4
173817,A_FINALIZED,2011-10-03 07:52:38.283000+00:00,5
173817,A_DECLINED_4,2011-10-11 07:15:45.243000+00:00,6
173820,A_SUBMITTED,2011-10-01 23:39:06.969000+00:00,1
173820,A_PARTLYSUBMITTED,2011-10-01 23:39:07.143000+00:00,2
173820,A_DECLINED_4,2011-10-01 23:39:50.227000+00:00,3
173823,A_SUBMITTED,2011-10-02 07:23:29.387000+00:00,1
173823,A_PARTLYSUBMITTED,2011-10-02 07:23:30.428000+00:00,2
173823,A_PREACCEPTED,2011-10-02 07:24:07.672000+00:00,3
173823,A_ACCEPTED,2011-10-03 07:52:09.477000+00:00,4
173823,A_FINALIZED,2011-10-03 07:57:31.959000+00:00,5
173823,A_DECLINED_4,2011-10-13 07:36:21.589000+00:00,6
173826,A_SUBMITTED,2011-10-02 07:39:10.811000+00:00,1
173826,A_PARTLYSUBMITTED,2011-10-02 07:39:11.156000+00:00,2
173826,A_PREACCEPTED,2011-10-03 07:44:48.146000+00:00,3
173826,A_DECLINED_4,2011-10-03 12:39:21.720000+00:00,4
173829,A_SUBMITTED,2011-10-02 07:54:34.096000+00:00,1
173829,A_PARTLYSUBMITTED,2011-10-02 07:54:34.241000+00:00,2
173829,A_PREACCEPTED,2011-10-03 07:37:43.539000+00:00,3
173829,A_DECLINED_4,2011-10-03 07:38:47.442000+00:00,4
173832,A_SUBMITTED,2011-10-02 07:54:39.910000+00:00,1
173832,A_PARTLYSUBMITTED,2011-10-02 07:54:40.096000+00:00,2
173832,A_DECLINED_4,2011-10-02 07:55:24.609000+00:00,3
173835,A_SUBMITTED,2011-10-02 08:20:29.934000+00:00,1
173835,A_PARTLYSUBMITTED,2011-10-02 08:20:30.257000+00:00,2
173835,A_PREACCEPTED,2011-10-02 08:21:19.745000+00:00,3
173835,A_ACCEPTED,2011-10-03 08:29:10.054000+00:00,4
173835,A_FINALIZED,2011-10-03 08:35:59.279000+00:00,5
173835,A_CANCELLED_1,2011-10-18 12:12:43.701000+00:00,6
173838,A_SUBMITTED,2011-10-02 08:52:41.359000+00:00,1
173838,A_PARTLYSUBMITTED,2011-10-02 08:52:41.449000+00:00,2
173838,A_DECLINED_4,2011-10-02 08:53:22.928000+00:00,3
173841,A_SUBMITTED,2011-10-02 08:57:22.698000+00:00,1
173841,A_PARTLYSUBMITTED,2011-10-02 08:57:22.834000+00:00,2
173841,A_PREACCEPTED,2011-10-02 08:57:55.586000+00:00,3
173841,A_CANCELLED_1,2011-10-04 11:59:20.474000+00:00,4
173844,A_SUBMITTED,2011-10-02 09:03:26.715000+00:00,1
173844,A_PARTLYSUBMITTED,2011-10-02 09:03:26.880000+00:00,2
173844,A_PREACCEPTED,2011-10-02 09:04:15.143000+00:00,3
173844,A_ACCEPTED,2011-10-03 11:15:57.387000+00:00,4
173844,A_FINALIZED,2011-10-03 11:19:45.999000+00:00,5
173844,A_APPROVED,2011-10-11 12:57:01.617000+00:00,6
173844,A_REGISTERED,2011-10-11 12:57:01.618000+00:00,7
173844,A_ACTIVATED,2011-10-11 12:57:01.618000+00:00,8
173847,A_SUBMITTED,2011-10-02 09:26:19.626000+00:00,1
173847,A_PARTLYSUBMITTED,2011-10-02 09:26:19.830000+00:00,2
173847,A_PREACCEPTED,2011-10-02 09:27:03.893000+00:00,3
173847,A_ACCEPTED,2011-10-03 08:19:34.187000+00:00,4
173847,A_FINALIZED,2011-10-03 08:22:05.122000+00:00,5
173847,A_DECLINED_4,2011-10-12 08:52:11.073000+00:00,6
173850,A_SUBMITTED,2011-10-02 09:30:23.255000+00:00,1
173850,A_PARTLYSUBMITTED,2011-10-02 09:30:23.480000+00:00,2
173850,A_DECLINED_4,2011-10-02 09:31:03.048000+00:00,3
173853,A_SUBMITTED,2011-10-02 09:33:24.421000+00:00,1
173853,A_PARTLYSUBMITTED,2011-10-02 09:33:24.513000+00:00,2
173853,A_DECLINED_4,2011-10-02 09:33:58.511000+00:00,3
173856,A_SUBMITTED,2011-10-02 09:45:33.566000+00:00,1
173856,A_PARTLYSUBMITTED,2011-10-02 09:45:33.735000+00:00,2
173856,A_DECLINED_4,2011-10-03 07:26:32.970000+00:00,3
173859,A_SUBMITTED,2011-10-02 09:47:41.502000+00:00,1
173859,A_PARTLYSUBMITTED,2011-10-02 09:47:41.673000+00:00,2
173859,A_PREACCEPTED,2011-10-03 07:28:42.373000+00:00,3
173859,A_ACCEPTED,2011-10-03 10:32:19.576000+00:00,4
173859,A_FINALIZED,2011-10-03 10:37:05.899000+00:00,5
173859,A_CANCELLED_1,2011-10-10 14:43:52.976000+00:00,6
173862,A_SUBMITTED,2011-10-02 10:04:39.114000+00:00,1
173862,A_PARTLYSUBMITTED,2011-10-02 10:04:39.282000+00:00,2
173862,A_DECLINED_4,2011-10-03 07:30:06.421000+00:00,3
173865,A_SUBMITTED,2011-10-02 10:17:02.798000+00:00,1
173865,A_PARTLYSUBMITTED,2011-10-02 10:17:02.889000+00:00,2
173865,A_DECLINED_4,2011-10-02 10:17:48.233000+00:00,3
173868,A_SUBMITTED,2011-10-02 10:24:18.960000+00:00,1
173868,A_PARTLYSUBMITTED,2011-10-02 10:24:19.105000+00:00,2
173868,A_PREACCEPTED,2011-10-02 10:25:03.587000+00:00,3
173868,A_ACCEPTED,2011-10-03 08:18:03.812000+00:00,4
173868,A_FINALIZED,2011-10-03 08:21:41.574000+00:00,5
173868,A_DECLINED_4,2011-10-26 06:07:33.910000+00:00,6
173871,A_SUBMITTED,2011-10-02 11:05:34.993000+00:00,1
173871,A_PARTLYSUBMITTED,2011-10-02 11:05:36.034000+00:00,2
173871,A_PREACCEPTED,2011-10-02 11:06:18.014000+00:00,3
173871,A_ACCEPTED,2011-10-04 17:39:04.166000+00:00,4
173871,A_FINALIZED,2011-10-04 17:40:46.526000+00:00,5
173871,A_DECLINED_4,2011-10-14 08:05:53.510000+00:00,6
173874,A_SUBMITTED,2011-10-02 11:10:37.309000+00:00,1
173874,A_PARTLYSUBMITTED,2011-10-02 11:10:37.753000+00:00,2
173874,A_DECLINED_4,2011-10-02 11:10:40.672000+00:00,3
173877,A_SUBMITTED,2011-10-02 11:21:47.147000+00:00,1
173877,A_PARTLYSUBMITTED,2011-10-02 11:21:47.225000+00:00,2
173877,A_DECLINED_4,2011-10-02 11:22:28.724000+00:00,3
173880,A_SUBMITTED,2011-10-02 11:24:15.505000+00:00,1
173880,A_PARTLYSUBMITTED,2011-10-02 11:24:15.703000+00:00,2
173880,A_PREACCEPTED,2011-10-03 07:31:45.662000+00:00,3
173880,A_ACCEPTED,2011-10-03 11:58:18.374000+00:00,4
173880,A_FINALIZED,2011-10-03 12:00:45.550000+00:00,5
173880,A_REGISTERED,2011-11-04 12:09:38.785000+00:00,6
173880,A_APPROVED,2011-11-04 12:09:38.785000+00:00,7
173880,A_ACTIVATED,2011-11-04 12:09:38.786000+00:00,8
173883,A_SUBMITTED,2011-10-02 11:46:35.860000+00:00,1
173883,A_PARTLYSUBMITTED,2011-10-02 11:46:36.033000+00:00,2
173883,A_DECLINED_4,2011-10-02 11:46:38.055000+00:00,3
173886,A_SUBMITTED,2011-10-02 11:52:34.123000+00:00,1
173886,A_PARTLYSUBMITTED,2011-10-02 11:52:34.218000+00:00,2
173886,A_DECLINED_4,2011-10-02 11:53:12.968000+00:00,3
173889,A_SUBMITTED,2011-10-02 12:42:12.094000+00:00,1
173889,A_PARTLYSUBMITTED,2011-10-02 12:42:14.078000+00:00,2
173889,A_DECLINED_4,2011-10-03 07:36:30.650000+00:00,3
173892,A_SUBMITTED,2011-10-02 12:53:44.931000+00:00,1
173892,A_PARTLYSUBMITTED,2011-10-02 12:53:45.320000+00:00,2
173892,A_DECLINED_4,2011-10-02 12:54:21.542000+00:00,3
173895,A_SUBMITTED,2011-10-02 14:03:10.035000+00:00,1
173895,A_PARTLYSUBMITTED,2011-10-02 14:03:10.190000+00:00,2
173895,A_DECLINED_4,2011-10-02 14:03:50.333000+00:00,3
173898,A_SUBMITTED,2011-10-02 14:05:39.817000+00:00,1
173898,A_PARTLYSUBMITTED,2011-10-02 14:05:40.009000+00:00,2
173898,A_PREACCEPTED,2011-10-03 07:37:05.968000+00:00,3
173898,A_ACCEPTED,2011-10-03 14:50:37.386000+00:00,4
173898,A_FINALIZED,2011-10-03 14:51:47.497000+00:00,5
173898,A_CANCELLED_1,2011-10-13 18:00:46.495000+00:00,6
173901,A_SUBMITTED,2011-10-02 14:12:08.647000+00:00,1
173901,A_PARTLYSUBMITTED,2011-10-02 14:12:08.808000+00:00,2
173901,A_DECLINED_4,2011-10-03 07:33:41.954000+00:00,3
173904,A_SUBMITTED,2011-10-02 14:52:36.497000+00:00,1
173904,A_PARTLYSUBMITTED,2011-10-02 14:52:36.702000+00:00,2
173904,A_DECLINED_4,2011-10-03 07:35:18.794000+00:00,3
173907,A_SUBMITTED,2011-10-02 14:53:33+00:00,1
173907,A_PARTLYSUBMITTED,2011-10-02 14:53:33.152000+00:00,2
173907,A_DECLINED_4,2011-10-02 14:54:13.473000+00:00,3
173910,A_SUBMITTED,2011-10-02 15:17:43.476000+00:00,1
173910,A_PARTLYSUBMITTED,2011-10-02 15:17:43.673000+00:00,2
173910,A_DECLINED_4,2011-10-02 15:18:26.119000+00:00,3
173913,A_SUBMITTED,2011-10-02 15:18:05.023000+00:00,1
173913,A_PARTLYSUBMITTED,2011-10-02 15:18:05.154000+00:00,2
173913,A_PREACCEPTED,2011-10-02 15:18:41.088000+00:00,3
173913,A_ACCEPTED,2011-10-03 08:33:01.862000+00:00,4
173913,A_FINALIZED,2011-10-03 08:43:47.996000+00:00,5
173913,A_REGISTERED,2011-10-12 14:00:58.540000+00:00,6
173913,A_APPROVED,2011-10-12 14:00:58.540000+00:00,7
173913,A_ACTIVATED,2011-10-12 14:00:58.540000+00:00,8
173916,A_SUBMITTED,2011-10-02 15:45:59.197000+00:00,1
173916,A_PARTLYSUBMITTED,2011-10-02 15:45:59.609000+00:00,2
173916,A_DECLINED_4,2011-10-03 09:19:27.123000+00:00,3
173919,A_SUBMITTED,2011-10-02 15:55:10.791000+00:00,1
173919,A_PARTLYSUBMITTED,2011-10-02 15:55:11.029000+00:00,2
173919,A_PREACCEPTED,2011-10-03 07:30:24.864000+00:00,3
173919,A_CANCELLED_1,2011-10-04 10:04:00.531000+00:00,4
173922,A_SUBMITTED,2011-10-02 15:56:36.477000+00:00,1
173922,A_PARTLYSUBMITTED,2011-10-02 15:56:36.709000+00:00,2
173922,A_DECLINED_4,2011-10-02 15:57:17.598000+00:00,3
173925,A_SUBMITTED,2011-10-02 16:00:06.036000+00:00,1
173925,A_PARTLYSUBMITTED,2011-10-02 16:00:06.117000+00:00,2
173925,A_PREACCEPTED,2011-10-03 07:28:16.702000+00:00,3
173925,A_DECLINED_4,2011-10-03 10:23:39.771000+00:00,4
173928,A_SUBMITTED,2011-10-02 16:30:01.576000+00:00,1
173928,A_PARTLYSUBMITTED,2011-10-02 16:30:01.801000+00:00,2
173928,A_PREACCEPTED,2011-10-02 16:30:55.846000+00:00,3
173928,A_ACCEPTED,2011-10-03 13:23:23.782000+00:00,4
173928,A_FINALIZED,2011-10-03 13:29:05.426000+00:00,5
173928,A_REGISTERED,2011-11-29 08:27:25.615000+00:00,6
173928,A_APPROVED,2011-11-29 08:27:25.615000+00:00,7
